user_id,Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay,Year,Day,DayOfWeek,age,gender
616,1/8/2025,Transaction at Netmeds,8794.54,6,Net Banking,Mumbai,Current,0,POS Terminal,INR,Service,Yes,Wednesday,1,Morning,2025,8,Wednesday,36,Male
617,10/18/2025,Transaction at Jio Fiber,866.04,0,Debit Card,Mumbai,Savings,0,Mobile,INR,Service,Yes,Saturday,10,Afternoon,2025,18,Saturday,54,Female
618,8/31/2025,Transaction at BSNL,5333.85,0,Debit Card,Pune,Current,0,Mobile,INR,Service,Yes,Sunday,8,Morning,2025,31,Sunday,23,Female
619,12/16/2025,Transaction at Spotify,450.82,3,Debit Card,Bangalore,Salary,0,POS Terminal,INR,Subscription,Yes,Tuesday,12,Evening,2025,16,Tuesday,54,Male
620,3/11/2025,Transaction at Property Tax Online,4252.57,0,Debit Card,Kolkata,Salary,0,POS Terminal,INR,Service,Yes,Tuesday,3,Night,2025,11,Tuesday,55,Male
621,7/10/2025,Transaction at Paradise Biryani,1434.66,4,UPI,Mumbai,Current,0,POS Terminal,INR,Restaurant,Yes,Thursday,7,Night,2025,10,Thursday,24,Female
622,5/6/2025,Transaction at Starbucks,1096.88,4,Credit Card,Delhi,Salary,0,Desktop,INR,Restaurant,Yes,Tuesday,5,Afternoon,2025,6,Tuesday,30,Male
623,9/6/2025,Transaction at IRCTC,12537.15,9,UPI,Mumbai,Salary,0,Mobile,INR,Service,No,Saturday,9,Evening,2025,6,Saturday,30,Male
624,3/26/2025,Transaction at TSRTC,994.63,8,Debit Card,Delhi,Current,0,Desktop,INR,Service,No,Wednesday,3,Morning,2025,26,Wednesday,22,Female
625,5/3/2025,Transaction at Chai Point,1170.89,4,Net Banking,Bangalore,Current,0,POS Terminal,INR,Restaurant,Yes,Saturday,5,Afternoon,2025,3,Saturday,19,Female
626,4/28/2025,Transaction at Property Tax Online,3213.42,0,Net Banking,Chennai,Current,0,POS Terminal,INR,Service,Yes,Monday,4,Afternoon,2025,28,Monday,54,Female
627,9/16/2025,Transaction at Apple Store,9854.95,2,Net Banking,Chennai,Credit Card,0,Desktop,INR,Retail,No,Tuesday,9,Morning,2025,16,Tuesday,33,Female
628,9/21/2025,Transaction at Water Board,2199.1,0,Net Banking,Bangalore,Savings,0,POS Terminal,INR,Service,No,Sunday,9,Evening,2025,21,Sunday,29,Male
629,10/31/2025,Transaction at Tata Cliq,240.3,7,Net Banking,Bangalore,Savings,0,Desktop,INR,Online Store,Yes,Friday,10,Morning,2025,31,Friday,29,Female
630,4/24/2025,Transaction at Hotstar,988.47,3,Debit Card,Bangalore,Savings,0,Desktop,INR,Subscription,No,Thursday,4,Night,2025,24,Thursday,31,Female
631,8/12/2025,Transaction at MedPlus,10815.86,6,UPI,Chennai,Salary,0,Desktop,INR,Service,Yes,Tuesday,8,Night,2025,12,Tuesday,38,Male
632,2/23/2025,Transaction at BMTC,1389.94,8,UPI,Bangalore,Salary,0,Mobile,INR,Service,Yes,Sunday,2,Morning,2025,23,Sunday,55,Female
633,2/10/2025,Transaction at IndiGo,20016.05,9,Credit Card,Pune,Salary,0,Mobile,INR,Service,No,Monday,2,Morning,2025,10,Monday,34,Female
634,6/23/2025,Transaction at Dominos,283.51,4,Debit Card,Mumbai,Credit Card,0,Desktop,INR,Restaurant,No,Monday,6,Afternoon,2025,23,Monday,23,Female
635,4/16/2025,Transaction at DMart,2851.49,5,UPI,Mumbai,Salary,0,POS Terminal,INR,Retail,No,Wednesday,4,Afternoon,2025,16,Wednesday,28,Male
636,5/18/2025,Transaction at SonyLiv,190.76,3,Net Banking,Chennai,Current,0,POS Terminal,INR,Subscription,No,Sunday,5,Night,2025,18,Sunday,18,Male
637,7/29/2025,Transaction at Goibibo,5831.23,9,Net Banking,Chennai,Savings,0,Desktop,INR,Service,No,Tuesday,7,Morning,2025,29,Tuesday,46,Female
638,1/12/2025,Transaction at Vivo Store,72835.1,2,Credit Card,Chennai,Current,0,POS Terminal,INR,Retail,No,Sunday,1,Morning,2025,12,Sunday,59,Female
639,11/6/2025,Transaction at Property Tax Online,4179.48,0,Debit Card,Hyderabad,Savings,0,POS Terminal,INR,Service,Yes,Thursday,11,Evening,2025,6,Thursday,25,Male
640,3/23/2025,Transaction at CCD,369.6,4,Debit Card,Chennai,Current,0,POS Terminal,INR,Restaurant,Yes,Sunday,3,Morning,2025,23,Sunday,18,Female
641,10/1/2025,Transaction at DMart,4507.27,5,Credit Card,Kolkata,Savings,0,POS Terminal,INR,Retail,No,Wednesday,10,Afternoon,2025,1,Wednesday,26,Female
642,3/25/2025,Transaction at Saravana Bhavan,289.19,4,Credit Card,Pune,Credit Card,0,Mobile,INR,Restaurant,No,Tuesday,3,Night,2025,25,Tuesday,58,Male
643,8/7/2025,Transaction at Spencers,2700.35,5,Net Banking,Kolkata,Salary,0,Desktop,INR,Retail,No,Thursday,8,Afternoon,2025,7,Thursday,54,Male
644,6/16/2025,Transaction at YouTube Premium,446.66,3,Net Banking,Mumbai,Savings,0,POS Terminal,INR,Subscription,Yes,Monday,6,Morning,2025,16,Monday,42,Male
645,9/9/2025,Transaction at Rapido,454.74,8,Net Banking,Bangalore,Salary,0,POS Terminal,INR,Service,Yes,Tuesday,9,Morning,2025,9,Tuesday,57,Male
646,4/7/2025,Transaction at Rapido,1124.4,8,UPI,Bangalore,Current,0,Mobile,INR,Service,Yes,Monday,4,Evening,2025,7,Monday,48,Male
647,2/15/2025,Transaction at CCD,668.06,4,Net Banking,Delhi,Salary,0,Desktop,INR,Restaurant,Yes,Saturday,2,Afternoon,2025,15,Saturday,27,Male
648,2/19/2025,Transaction at BSNL,4311.46,0,Credit Card,Hyderabad,Current,0,POS Terminal,INR,Service,Yes,Wednesday,2,Evening,2025,19,Wednesday,43,Male
649,3/3/2025,Transaction at Jio Fiber,5628.84,0,Credit Card,Mumbai,Salary,0,Mobile,INR,Service,No,Monday,3,Night,2025,3,Monday,39,Female
650,4/30/2025,Transaction at Biba,2199.05,1,Net Banking,Mumbai,Savings,0,Desktop,INR,Retail,Yes,Wednesday,4,Morning,2025,30,Wednesday,23,Male
651,1/27/2025,Transaction at Pantaloons,7570.65,1,Credit Card,Mumbai,Credit Card,0,Mobile,INR,Retail,Yes,Monday,1,Night,2025,27,Monday,45,Male
652,9/17/2025,Transaction at Spencers,4460.32,5,Credit Card,Mumbai,Salary,0,Mobile,INR,Retail,No,Wednesday,9,Night,2025,17,Wednesday,50,Male
653,2/6/2025,Transaction at Spencers,2046.14,5,Debit Card,Pune,Credit Card,0,POS Terminal,INR,Retail,No,Thursday,2,Afternoon,2025,6,Thursday,37,Male
654,12/10/2025,Transaction at Pantaloons,742.77,1,Credit Card,Mumbai,Savings,0,Mobile,INR,Retail,No,Wednesday,12,Evening,2025,10,Wednesday,36,Female
655,8/10/2025,Transaction at Allen Solly,5264.73,1,UPI,Hyderabad,Savings,0,Mobile,INR,Retail,Yes,Sunday,8,Evening,2025,10,Sunday,58,Male
656,12/15/2025,Transaction at Vodafone Idea,1332.3,0,Credit Card,Mumbai,Current,0,Desktop,INR,Service,No,Monday,12,Afternoon,2025,15,Monday,60,Male
657,8/24/2025,Transaction at OYO,24723.19,9,Debit Card,Bangalore,Savings,0,Mobile,INR,Service,No,Sunday,8,Morning,2025,24,Sunday,33,Female
658,10/10/2025,Transaction at Rapido,598.06,8,Debit Card,Mumbai,Credit Card,0,Mobile,INR,Service,Yes,Friday,10,Evening,2025,10,Friday,23,Male
659,10/22/2025,Transaction at Reliance Fresh,3877.41,5,Credit Card,Mumbai,Salary,0,POS Terminal,INR,Retail,No,Wednesday,10,Afternoon,2025,22,Wednesday,32,Female
660,7/22/2025,Transaction at Myntra,3166.67,7,UPI,Bangalore,Credit Card,0,Desktop,INR,Online Store,No,Tuesday,7,Evening,2025,22,Tuesday,38,Female
661,5/25/2025,Transaction at TNEB,1323.76,0,Debit Card,Pune,Current,0,Desktop,INR,Service,No,Sunday,5,Night,2025,25,Sunday,28,Male
662,3/21/2025,Transaction at OYO,23297.32,9,Net Banking,Mumbai,Salary,0,Mobile,INR,Service,Yes,Friday,3,Evening,2025,21,Friday,20,Female
663,3/2/2025,Transaction at Spencers,4608.97,5,Credit Card,Bangalore,Savings,0,Desktop,INR,Retail,Yes,Sunday,3,Afternoon,2025,2,Sunday,41,Male
664,7/21/2025,Transaction at Sony Center,102654.19,2,UPI,Mumbai,Salary,0,Desktop,INR,Retail,Yes,Monday,7,Evening,2025,21,Monday,60,Female
665,11/27/2025,Transaction at Flipkart,17869.11,7,Debit Card,Pune,Savings,0,Mobile,INR,Online Store,Yes,Thursday,11,Night,2025,27,Thursday,26,Female
666,5/30/2025,Transaction at Amazon Prime,402.57,3,Net Banking,Chennai,Salary,0,POS Terminal,INR,Subscription,Yes,Friday,5,Night,2025,30,Friday,25,Male
667,10/19/2025,Transaction at CloudNine,13010.73,6,Debit Card,Pune,Current,0,Mobile,INR,Service,No,Sunday,10,Evening,2025,19,Sunday,20,Male
668,11/12/2025,Transaction at BigBazaar,3366.42,5,Debit Card,Bangalore,Savings,0,POS Terminal,INR,Retail,Yes,Wednesday,11,Evening,2025,12,Wednesday,54,Female
669,10/5/2025,Transaction at Air India,8461.66,9,Net Banking,Hyderabad,Current,0,Mobile,INR,Service,Yes,Sunday,10,Afternoon,2025,5,Sunday,47,Female
670,3/27/2025,Transaction at Apollo Hospital,12510.41,6,UPI,Delhi,Current,0,Mobile,INR,Service,Yes,Thursday,3,Night,2025,27,Thursday,54,Female
671,11/9/2025,Transaction at Nilgiris,421.42,5,UPI,Pune,Credit Card,0,Desktop,INR,Retail,No,Sunday,11,Evening,2025,9,Sunday,34,Male
672,10/2/2025,Transaction at Reliance Digital,85807.31,2,Net Banking,Kolkata,Salary,0,Mobile,INR,Retail,No,Thursday,10,Afternoon,2025,2,Thursday,56,Female
673,3/21/2025,Transaction at Tata Cliq,10670.63,7,Debit Card,Hyderabad,Salary,0,POS Terminal,INR,Online Store,Yes,Friday,3,Evening,2025,21,Friday,45,Female
674,9/4/2025,Transaction at Biba,579.03,1,Net Banking,Pune,Savings,0,POS Terminal,INR,Retail,No,Thursday,9,Morning,2025,4,Thursday,58,Female
675,6/19/2025,Transaction at PharmEasy,9134,6,Net Banking,Mumbai,Current,0,Desktop,INR,Service,No,Thursday,6,Evening,2025,19,Thursday,25,Female
676,1/19/2025,Transaction at Netflix,770.34,3,Credit Card,Chennai,Salary,0,POS Terminal,INR,Subscription,Yes,Sunday,1,Night,2025,19,Sunday,44,Male
677,10/27/2025,Transaction at TSRTC,905.22,8,Credit Card,Bangalore,Savings,0,Mobile,INR,Service,Yes,Monday,10,Night,2025,27,Monday,21,Male
678,8/21/2025,Transaction at OYO,9146.54,9,Credit Card,Hyderabad,Current,0,Desktop,INR,Service,No,Thursday,8,Afternoon,2025,21,Thursday,21,Female
679,9/7/2025,Transaction at Reliance Digital,126973.35,2,Debit Card,Delhi,Credit Card,0,POS Terminal,INR,Retail,Yes,Sunday,9,Morning,2025,7,Sunday,55,Female
680,10/23/2025,Transaction at JioMart,2120.58,5,Net Banking,Chennai,Savings,0,POS Terminal,INR,Retail,Yes,Thursday,10,Afternoon,2025,23,Thursday,38,Male
681,8/24/2025,Transaction at Samsung Store,111887.57,2,Credit Card,Kolkata,Savings,0,Desktop,INR,Retail,No,Sunday,8,Night,2025,24,Sunday,24,Male
682,11/18/2025,Transaction at Yulu Bikes,1436.56,8,Credit Card,Hyderabad,Salary,0,Desktop,INR,Service,Yes,Tuesday,11,Evening,2025,18,Tuesday,29,Female
683,5/18/2025,Transaction at Vistara,2342.58,9,Debit Card,Kolkata,Savings,0,POS Terminal,INR,Service,No,Sunday,5,Evening,2025,18,Sunday,47,Male
684,3/24/2025,Transaction at Uber,724.77,8,UPI,Chennai,Current,0,Mobile,INR,Service,No,Monday,3,Evening,2025,24,Monday,57,Male
685,10/21/2025,Transaction at Spencers,1212.19,5,UPI,Kolkata,Savings,0,POS Terminal,INR,Retail,Yes,Tuesday,10,Morning,2025,21,Tuesday,52,Female
686,2/22/2025,Transaction at KFC,1160.47,4,Debit Card,Hyderabad,Salary,0,Mobile,INR,Restaurant,Yes,Saturday,2,Afternoon,2025,22,Saturday,58,Male
687,12/10/2025,Transaction at HP World,147064.51,2,Credit Card,Bangalore,Salary,0,POS Terminal,INR,Retail,Yes,Wednesday,12,Afternoon,2025,10,Wednesday,21,Female
688,2/10/2025,Transaction at Adidas,7928.3,1,Credit Card,Mumbai,Current,0,POS Terminal,INR,Retail,No,Monday,2,Afternoon,2025,10,Monday,43,Female
689,7/5/2025,Transaction at H&M,2692.62,1,Credit Card,Mumbai,Salary,0,Desktop,INR,Retail,Yes,Saturday,7,Night,2025,5,Saturday,19,Male
690,6/6/2025,Transaction at YouTube Premium,603.61,3,Net Banking,Mumbai,Current,0,Mobile,INR,Subscription,Yes,Friday,6,Evening,2025,6,Friday,36,Male
691,12/8/2025,Transaction at Myntra,17217.43,7,Net Banking,Delhi,Current,0,Desktop,INR,Online Store,Yes,Monday,12,Evening,2025,8,Monday,42,Male
692,2/25/2025,Transaction at Goibibo,7423.46,9,UPI,Delhi,Current,0,POS Terminal,INR,Service,No,Tuesday,2,Night,2025,25,Tuesday,22,Female
693,6/6/2025,Transaction at Netflix,300.02,3,UPI,Delhi,Savings,0,Desktop,INR,Subscription,Yes,Friday,6,Night,2025,6,Friday,44,Female
694,1/16/2025,Transaction at Netflix,538.56,3,Credit Card,Mumbai,Savings,0,Desktop,INR,Subscription,Yes,Thursday,1,Night,2025,16,Thursday,45,Male
695,1/20/2025,Transaction at Aster,1028.71,6,Credit Card,Bangalore,Savings,0,POS Terminal,INR,Service,Yes,Monday,1,Evening,2025,20,Monday,33,Female
696,4/10/2025,Transaction at Flipkart,14620.72,7,UPI,Delhi,Salary,0,POS Terminal,INR,Online Store,No,Thursday,4,Night,2025,10,Thursday,46,Male
697,7/31/2025,Transaction at Boat Lifestyle,117848.43,2,Net Banking,Chennai,Salary,0,Desktop,INR,Retail,Yes,Thursday,7,Morning,2025,31,Thursday,54,Male
698,3/4/2025,Transaction at Aster,19475.39,6,UPI,Delhi,Current,0,POS Terminal,INR,Service,Yes,Tuesday,3,Morning,2025,4,Tuesday,47,Female
699,6/21/2025,Transaction at Snapdeal,10630.41,7,UPI,Kolkata,Savings,0,Desktop,INR,Online Store,Yes,Saturday,6,Evening,2025,21,Saturday,28,Male
700,3/7/2025,Transaction at McDonalds,1304.28,4,Credit Card,Pune,Current,0,Desktop,INR,Restaurant,No,Friday,3,Night,2025,7,Friday,27,Male
701,2/27/2025,Transaction at Flipkart,7954.5,7,Debit Card,Pune,Savings,0,Mobile,INR,Online Store,No,Thursday,2,Morning,2025,27,Thursday,33,Male
702,12/30/2025,Transaction at Netmeds,14745.26,6,Net Banking,Hyderabad,Credit Card,0,POS Terminal,INR,Service,Yes,Tuesday,12,Afternoon,2025,30,Tuesday,19,Female
703,11/11/2025,Transaction at IndiGo,8661.39,9,Net Banking,Delhi,Credit Card,0,Mobile,INR,Service,Yes,Tuesday,11,Morning,2025,11,Tuesday,52,Male
704,3/11/2025,Transaction at YouTube Premium,603.5,3,Debit Card,Chennai,Savings,0,Desktop,INR,Subscription,Yes,Tuesday,3,Night,2025,11,Tuesday,35,Female
705,4/4/2025,Transaction at Nike,5275.52,1,Debit Card,Hyderabad,Savings,0,Mobile,INR,Retail,Yes,Friday,4,Afternoon,2025,4,Friday,21,Male
706,6/2/2025,Transaction at Fortis,10473.59,6,Credit Card,Delhi,Current,0,Desktop,INR,Service,Yes,Monday,6,Morning,2025,2,Monday,44,Male
707,9/21/2025,Transaction at HP World,45429.5,2,Net Banking,Pune,Savings,0,Desktop,INR,Retail,Yes,Sunday,9,Morning,2025,21,Sunday,19,Female
708,5/23/2025,Transaction at Spencers,3029.15,5,Net Banking,Mumbai,Salary,0,Desktop,INR,Retail,Yes,Friday,5,Evening,2025,23,Friday,52,Female
709,12/22/2025,Transaction at Yulu Bikes,572.6,8,Net Banking,Bangalore,Savings,0,Mobile,INR,Service,Yes,Monday,12,Night,2025,22,Monday,59,Male
710,10/3/2025,Transaction at Uber,711.39,8,Net Banking,Pune,Credit Card,0,Desktop,INR,Service,No,Friday,10,Afternoon,2025,3,Friday,54,Male
711,8/24/2025,Transaction at Wrogn,7902.76,1,Net Banking,Bangalore,Savings,0,Mobile,INR,Retail,No,Sunday,8,Morning,2025,24,Sunday,51,Male
712,11/30/2025,Transaction at Kauvery,8743.52,6,Debit Card,Kolkata,Salary,0,Mobile,INR,Service,Yes,Sunday,11,Morning,2025,30,Sunday,36,Female
713,4/26/2025,Transaction at BMTC,1794.71,8,Net Banking,Kolkata,Current,0,Desktop,INR,Service,Yes,Saturday,4,Night,2025,26,Saturday,20,Female
714,3/23/2025,Transaction at More Supermarket,3121.34,5,Net Banking,Bangalore,Savings,0,Mobile,INR,Retail,Yes,Sunday,3,Afternoon,2025,23,Sunday,33,Female
715,1/30/2025,Transaction at Pizza Hut,846.93,4,Credit Card,Kolkata,Current,0,POS Terminal,INR,Restaurant,Yes,Thursday,1,Night,2025,30,Thursday,31,Female
716,8/28/2025,Transaction at Samsung Store,124616.3,2,UPI,Mumbai,Salary,0,POS Terminal,INR,Retail,Yes,Thursday,8,Afternoon,2025,28,Thursday,60,Male
717,2/5/2025,Transaction at Chai Point,319.11,4,Debit Card,Delhi,Credit Card,0,POS Terminal,INR,Restaurant,Yes,Wednesday,2,Afternoon,2025,5,Wednesday,57,Male
718,10/24/2025,Transaction at PharmEasy,1030.38,6,Debit Card,Mumbai,Current,0,Desktop,INR,Service,Yes,Friday,10,Morning,2025,24,Friday,23,Female
719,6/21/2025,Transaction at IndiGo,3283.48,9,Credit Card,Mumbai,Current,0,POS Terminal,INR,Service,No,Saturday,6,Afternoon,2025,21,Saturday,21,Male
720,11/5/2025,Transaction at Water Board,292.83,0,Credit Card,Delhi,Credit Card,0,POS Terminal,INR,Service,Yes,Wednesday,11,Night,2025,5,Wednesday,32,Male
721,6/11/2025,Transaction at OYO,23791.49,9,UPI,Chennai,Salary,0,Desktop,INR,Service,No,Wednesday,6,Afternoon,2025,11,Wednesday,24,Male
722,9/25/2025,Transaction at Star Bazaar,4510.72,5,Net Banking,Delhi,Current,0,Desktop,INR,Retail,No,Thursday,9,Morning,2025,25,Thursday,37,Male
723,4/22/2025,Transaction at BSNL,5094.47,0,Debit Card,Pune,Salary,0,Mobile,INR,Service,Yes,Tuesday,4,Evening,2025,22,Tuesday,33,Female
724,8/6/2025,Transaction at Biba,2685.24,1,Debit Card,Pune,Salary,0,Mobile,INR,Retail,No,Wednesday,8,Evening,2025,6,Wednesday,43,Male
725,12/11/2025,Transaction at Star Bazaar,3716.69,5,Net Banking,Pune,Salary,0,Mobile,INR,Retail,No,Thursday,12,Night,2025,11,Thursday,51,Male
726,4/9/2025,Transaction at Amazon Prime,966.25,3,Net Banking,Bangalore,Credit Card,0,POS Terminal,INR,Subscription,No,Wednesday,4,Evening,2025,9,Wednesday,50,Female
727,7/31/2025,Transaction at Meesho,18119.79,7,Debit Card,Hyderabad,Salary,0,POS Terminal,INR,Online Store,Yes,Thursday,7,Afternoon,2025,31,Thursday,32,Female
728,12/2/2025,Transaction at Burger King,1252.09,4,UPI,Kolkata,Savings,0,POS Terminal,INR,Restaurant,Yes,Tuesday,12,Evening,2025,2,Tuesday,54,Male
729,11/14/2025,Transaction at Asus Store,24850.41,2,Debit Card,Kolkata,Salary,0,Mobile,INR,Retail,Yes,Friday,11,Morning,2025,14,Friday,52,Male
730,6/21/2025,Transaction at Sony Center,4274.69,2,Debit Card,Kolkata,Credit Card,0,POS Terminal,INR,Retail,Yes,Saturday,6,Evening,2025,21,Saturday,26,Male
731,2/16/2025,Transaction at IRCTC,22798.9,9,Net Banking,Bangalore,Current,0,POS Terminal,INR,Service,Yes,Sunday,2,Evening,2025,16,Sunday,60,Male
732,7/25/2025,Transaction at Nature's Basket,3198.43,5,UPI,Delhi,Current,0,POS Terminal,INR,Retail,Yes,Friday,7,Evening,2025,25,Friday,57,Female
733,8/2/2025,Transaction at JioMart,3750.45,5,Debit Card,Kolkata,Current,0,Desktop,INR,Retail,Yes,Saturday,8,Afternoon,2025,2,Saturday,28,Female
734,10/14/2025,Transaction at Biba,6857.44,1,UPI,Mumbai,Current,0,Mobile,INR,Retail,Yes,Tuesday,10,Night,2025,14,Tuesday,49,Male
735,3/25/2025,Transaction at Burger King,920.15,4,Credit Card,Pune,Savings,0,Desktop,INR,Restaurant,No,Tuesday,3,Evening,2025,25,Tuesday,46,Female
736,2/12/2025,Transaction at Chai Point,806.07,4,Debit Card,Hyderabad,Credit Card,0,POS Terminal,INR,Restaurant,Yes,Wednesday,2,Night,2025,12,Wednesday,19,Male
737,11/14/2025,Transaction at Hotstar,189.11,3,Net Banking,Chennai,Current,0,Mobile,INR,Subscription,Yes,Friday,11,Morning,2025,14,Friday,37,Male
738,12/6/2025,Transaction at Reliance Digital,57283.39,2,Debit Card,Kolkata,Credit Card,0,POS Terminal,INR,Retail,Yes,Saturday,12,Evening,2025,6,Saturday,39,Male
739,12/14/2025,Transaction at Metro Rail,259.35,8,Net Banking,Chennai,Current,0,Mobile,INR,Service,Yes,Sunday,12,Morning,2025,14,Sunday,43,Female
740,5/21/2025,Transaction at Property Tax Online,4431.95,0,UPI,Mumbai,Credit Card,0,Desktop,INR,Service,No,Wednesday,5,Night,2025,21,Wednesday,28,Female
741,7/26/2025,Transaction at CCD,267.47,4,Debit Card,Kolkata,Savings,0,Desktop,INR,Restaurant,Yes,Saturday,7,Afternoon,2025,26,Saturday,37,Female
742,5/11/2025,Transaction at Booking.com,960.81,9,UPI,Bangalore,Credit Card,0,Mobile,INR,Service,No,Sunday,5,Morning,2025,11,Sunday,41,Male
743,3/30/2025,Transaction at BigBazaar,4429.65,5,Credit Card,Hyderabad,Salary,0,Mobile,INR,Retail,No,Sunday,3,Morning,2025,30,Sunday,24,Male
744,2/3/2025,Transaction at Taco Bell,1174.11,4,Credit Card,Kolkata,Salary,0,Mobile,INR,Restaurant,Yes,Monday,2,Morning,2025,3,Monday,52,Female
745,10/20/2025,Transaction at Nike,4558.86,1,Credit Card,Kolkata,Current,0,POS Terminal,INR,Retail,No,Monday,10,Afternoon,2025,20,Monday,30,Female
746,10/17/2025,Transaction at CCD,1448.1,4,UPI,Bangalore,Salary,0,Mobile,INR,Restaurant,Yes,Friday,10,Morning,2025,17,Friday,36,Female
747,10/19/2025,Transaction at SonyLiv,974.72,3,UPI,Delhi,Current,0,Desktop,INR,Subscription,No,Sunday,10,Evening,2025,19,Sunday,24,Female
748,1/25/2025,Transaction at Apollo Pharmacy,4233.67,6,Net Banking,Kolkata,Savings,0,Mobile,INR,Service,No,Saturday,1,Evening,2025,25,Saturday,59,Female
749,4/1/2025,Transaction at Meru Cabs,1392.64,8,Debit Card,Hyderabad,Current,0,Mobile,INR,Service,No,Tuesday,4,Evening,2025,1,Tuesday,29,Female
750,4/28/2025,Transaction at KFC,1308.51,4,Credit Card,Mumbai,Credit Card,0,POS Terminal,INR,Restaurant,No,Monday,4,Morning,2025,28,Monday,27,Male
751,7/21/2025,Transaction at Kauvery,1660.65,6,Debit Card,Pune,Salary,0,Desktop,INR,Service,No,Monday,7,Night,2025,21,Monday,19,Male
752,6/10/2025,Transaction at PharmEasy,10204.39,6,Net Banking,Kolkata,Credit Card,0,Desktop,INR,Service,Yes,Tuesday,6,Morning,2025,10,Tuesday,29,Male
753,5/26/2025,Transaction at SonyLiv,610.01,3,Debit Card,Delhi,Credit Card,0,Desktop,INR,Subscription,Yes,Monday,5,Evening,2025,26,Monday,52,Male
754,11/5/2025,Transaction at TSRTC,691.63,8,Debit Card,Pune,Credit Card,0,Mobile,INR,Service,No,Wednesday,11,Afternoon,2025,5,Wednesday,57,Female
755,3/18/2025,Transaction at Burger King,556.6,4,Credit Card,Pune,Current,0,Desktop,INR,Restaurant,Yes,Tuesday,3,Night,2025,18,Tuesday,47,Male
756,7/20/2025,Transaction at Taco Bell,101.46,4,Credit Card,Pune,Savings,0,Mobile,INR,Restaurant,No,Sunday,7,Evening,2025,20,Sunday,52,Male
757,1/31/2025,Transaction at Water Board,508.77,0,Net Banking,Bangalore,Credit Card,0,POS Terminal,INR,Service,Yes,Friday,1,Afternoon,2025,31,Friday,49,Male
758,1/18/2025,Transaction at Fortis,1974.71,6,UPI,Delhi,Salary,0,Mobile,INR,Service,No,Saturday,1,Afternoon,2025,18,Saturday,57,Female
759,1/17/2025,Transaction at Nilgiris,685.22,5,Debit Card,Delhi,Savings,0,POS Terminal,INR,Retail,Yes,Friday,1,Evening,2025,17,Friday,56,Female
760,7/9/2025,Transaction at HP World,84798.67,2,Net Banking,Pune,Current,0,Desktop,INR,Retail,Yes,Wednesday,7,Morning,2025,9,Wednesday,29,Female
761,1/20/2025,Transaction at Nike,6335.03,1,Credit Card,Delhi,Salary,0,POS Terminal,INR,Retail,No,Monday,1,Afternoon,2025,20,Monday,23,Male
762,4/11/2025,Transaction at Vodafone Idea,5707.02,0,Debit Card,Delhi,Current,0,Desktop,INR,Service,No,Friday,4,Morning,2025,11,Friday,18,Female
763,12/30/2025,Transaction at RedBus,369.01,8,Debit Card,Kolkata,Salary,0,Desktop,INR,Service,No,Tuesday,12,Afternoon,2025,30,Tuesday,33,Female
764,4/21/2025,Transaction at IRCTC,1928.17,9,UPI,Chennai,Current,0,Mobile,INR,Service,Yes,Monday,4,Afternoon,2025,21,Monday,33,Male
765,10/27/2025,Transaction at Noise,126862.8,2,UPI,Delhi,Credit Card,0,POS Terminal,INR,Retail,No,Monday,10,Evening,2025,27,Monday,57,Female
766,11/22/2025,Transaction at SonyLiv,316.39,3,UPI,Mumbai,Current,0,Mobile,INR,Subscription,Yes,Saturday,11,Night,2025,22,Saturday,28,Female
767,9/12/2025,Transaction at AirAsia,10454.07,9,Debit Card,Chennai,Salary,0,POS Terminal,INR,Service,Yes,Friday,9,Morning,2025,12,Friday,58,Female
768,8/30/2025,Transaction at Meru Cabs,971.09,8,UPI,Pune,Current,0,Mobile,INR,Service,No,Saturday,8,Morning,2025,30,Saturday,33,Female
769,1/6/2025,Transaction at Yulu Bikes,486.8,8,Credit Card,Chennai,Current,0,Mobile,INR,Service,No,Monday,1,Night,2025,6,Monday,48,Female
770,1/31/2025,Transaction at Kauvery,18889.88,6,UPI,Pune,Credit Card,0,POS Terminal,INR,Service,No,Friday,1,Night,2025,31,Friday,22,Female
771,10/12/2025,Transaction at Water Board,3996.2,0,Credit Card,Chennai,Current,0,Desktop,INR,Service,Yes,Sunday,10,Night,2025,12,Sunday,29,Female
772,1/6/2025,Transaction at Water Board,3331.01,0,Credit Card,Bangalore,Current,0,POS Terminal,INR,Service,Yes,Monday,1,Morning,2025,6,Monday,54,Female
773,11/20/2025,Transaction at Dominos,571.22,4,UPI,Bangalore,Credit Card,0,POS Terminal,INR,Restaurant,Yes,Thursday,11,Night,2025,20,Thursday,31,Female
774,1/29/2025,Transaction at A2B,835.42,4,Debit Card,Chennai,Credit Card,0,Desktop,INR,Restaurant,Yes,Wednesday,1,Night,2025,29,Wednesday,30,Male
775,6/30/2025,Transaction at Dominos,1367.4,4,Debit Card,Hyderabad,Credit Card,0,Desktop,INR,Restaurant,No,Monday,6,Evening,2025,30,Monday,43,Male
776,2/25/2025,Transaction at Snapdeal,17628.94,7,Net Banking,Pune,Credit Card,0,POS Terminal,INR,Online Store,Yes,Tuesday,2,Night,2025,25,Tuesday,47,Male
